,MovieID,UserID,Rating,Date
3193134,588,103,5,2003-12-01
1854216,338,103,3,2005-08-02
1072719,250,103,5,2005-07-04
249962,52,103,3,2004-06-01
3767603,720,103,4,2004-08-12
3501349,667,103,3,2005-07-22
4776055,961,103,5,2005-07-04
2560789,471,103,4,2004-10-05
245435,48,103,3,2003-12-01
735375,191,103,4,2004-01-31
3843233,746,103,2,2003-05-20
3371635,636,103,3,2004-05-03
2046096,368,103,3,2005-07-04
4781998,962,103,2,2004-01-31
2055046,378,103,3,2004-06-01
2497977,467,103,4,2004-10-05
2801585,501,103,4,2003-05-11
312611,81,103,5,2005-03-29
677694,185,103,1,2004-01-21
1008277,233,103,5,2004-08-03
242838,47,103,5,2005-07-04
3192353,587,103,5,2005-11-03
337753,90,103,5,2005-07-04
4591689,894,103,4,2004-01-27
1918884,357,103,3,2004-09-15
3409577,652,103,4,2005-03-29
3499584,663,103,3,2005-06-29
942209,209,103,5,2005-06-13
1111116,256,103,2,2003-05-13
1852087,337,103,3,2004-01-14
4497641,886,103,4,2005-04-11
2746854,485,103,5,2004-06-01
4048318,777,103,5,2005-07-28
4729013,940,103,4,2003-06-10
4470660,881,66,2,2005-08-29
264320,58,66,3,2004-10-10
4589421,892,66,3,2005-05-05
1165333,269,66,3,2003-06-17
66,1,66,2,2005-02-03
4254903,817,66,4,2003-10-29
1678709,329,66,4,2004-08-19
3033414,571,66,2,2005-06-09
4060433,788,66,4,2004-09-05
4675186,918,66,4,2004-02-25
2250258,425,66,4,2004-03-07
3677666,708,66,2,2003-01-23
1077557,252,66,1,2003-02-14
1064827,243,66,3,2005-04-14
2105145,398,14,3,2005-01-24
1008189,233,14,3,2004-04-06
3670200,708,14,4,2003-07-24
1000259,227,14,4,2004-09-07
2658327,483,14,4,2004-02-10
336783,89,14,4,2003-09-02
2371583,457,14,5,2004-09-10
3217992,607,14,5,2004-03-16
14,1,14,4,2004-05-28
4301216,829,14,4,2005-12-28
2799036,501,14,5,2005-07-11
1185076,270,14,5,2005-02-15
359600,108,14,4,2004-10-22
899082,199,14,4,2004-03-11
3612569,694,14,4,2004-05-17
2124874,406,14,5,2005-07-06
1812404,334,14,5,2005-09-08
1989086,360,14,2,2004-12-30
2997009,564,14,4,2003-07-22
4479468,886,14,5,2005-04-16
4411552,862,14,4,2005-09-19
1565439,313,14,4,2004-07-23
1265659,280,14,4,2004-08-03
1378610,299,14,4,2003-05-19
3016957,571,14,4,2003-07-24
4237857,809,14,4,2005-08-29
818646,197,14,4,2004-08-19
3613763,696,14,4,2003-11-19
3896020,758,14,4,2004-11-22
1221830,273,14,4,2005-02-24
95473,30,14,4,2004-05-10
3200106,599,14,4,2004-12-03
3862953,748,14,4,2005-09-13
2601149,482,14,4,2004-02-10
3369419,636,14,4,2004-04-12
957653,216,14,4,2005-10-03
2062539,381,14,4,2004-07-12
1905893,357,14,4,2004-04-12
4370669,851,14,5,2005-07-26
2822503,511,14,3,2004-03-26
1379919,299,22,4,2004-08-23
4343480,837,22,5,2005-09-16
4726194,940,22,4,2005-01-11
2602144,482,22,5,2004-02-17
1737800,330,22,3,2005-05-11
3796081,723,22,3,2004-04-05
1567149,313,22,4,2004-09-30
568667,171,22,5,2005-08-11
4656307,907,22,4,2004-12-14
2270621,433,22,4,2005-04-26
2207440,414,22,4,2005-09-16
548304,166,22,4,2004-03-24
3502519,668,22,4,2005-11-21
4371085,851,22,5,2005-07-13
4982835,994,22,3,2004-12-14
4311003,831,22,3,2005-01-02
520816,152,22,4,2005-05-20
1673074,329,22,4,2004-08-23
2373498,457,22,4,2004-09-07
3881782,752,22,5,2004-08-23
3612583,694,22,5,2004-12-14
4702335,937,22,3,2004-11-19
459648,143,22,4,2004-11-19
1473978,311,22,4,2005-05-04
1075478,252,22,4,2004-10-06
4411826,862,22,4,2005-01-02
2220251,417,22,4,2005-02-07
287416,76,22,5,2004-12-14
3628430,705,22,3,2004-10-05
451715,138,22,4,2004-08-23
4672068,909,22,3,2005-11-21
951812,215,22,5,2005-04-26
1765637,331,22,3,2004-08-26
244887,48,22,4,2005-02-07
3742119,711,22,3,2004-11-19
2894107,533,22,3,2004-08-26
2852737,518,22,5,2005-09-27
4481395,886,22,4,2005-05-17
2856397,524,22,4,2005-07-13
3389554,642,22,4,2004-10-11
3369680,636,22,4,2004-10-05
4015104,760,22,5,2005-09-16
3346386,629,22,3,2005-01-02
2497438,466,22,5,2005-11-21
2290219,442,22,4,2005-01-01
3388354,641,22,4,2005-01-07
2864499,528,22,2,2005-11-18
1984605,359,22,5,2005-04-26
720570,191,22,4,2004-06-21
4294769,825,22,5,2005-09-13
1500314,312,22,5,2004-08-26
3200305,599,22,4,2005-05-24
2924185,550,22,3,2005-07-13
4055379,788,22,3,2004-08-26
1270045,283,22,4,2004-04-05
1907477,357,22,4,2005-07-01
4800786,963,22,3,2004-05-24
3019543,571,22,4,2004-02-23
4242208,811,22,2,2005-07-13
262888,58,22,4,2005-04-26
580913,175,22,4,2004-08-27
4599262,896,22,4,2004-07-01
1276828,285,22,3,2005-11-21
3198308,596,22,3,2005-01-02
680627,187,22,3,2004-10-05
22,1,22,4,2004-12-14
1163546,269,22,4,2004-07-31
3763584,720,22,4,2004-12-14
2027230,362,22,2,2005-01-07
543534,165,22,5,2004-07-01
1122128,257,22,4,2004-08-26
3418483,658,22,4,2004-04-05
3578598,692,22,3,2004-11-19
3897502,758,22,4,2004-11-26
285972,73,22,4,2005-08-27
1185647,270,22,5,2004-08-23
3567835,689,22,4,2005-04-26
54113,28,22,3,2004-10-06
4859274,985,22,3,2004-11-08
941546,209,22,4,2004-04-01
4149201,798,22,4,2004-10-06
968420,223,22,4,2004-04-05
2486305,459,22,4,2005-01-07
3219751,607,22,3,2004-08-26
2359462,448,22,4,2005-09-14
258786,57,22,4,2004-08-26
2501376,468,22,4,2004-09-30
1124730,257,72,4,2005-07-20
4491835,886,72,5,2005-04-24
3370912,636,72,3,2005-08-13
2109265,400,72,5,2004-10-05
4949558,988,72,3,2005-08-13
4749192,945,72,4,2005-04-06
109225,30,72,4,2005-04-24
4295351,825,72,4,2005-02-14
4373458,851,72,3,2005-08-13
72,1,72,4,2005-02-03
1278073,285,72,4,2005-07-20
2669523,483,77,1,2004-01-28
2230592,422,77,4,2003-05-13
1078166,252,77,3,2004-12-09
4868765,985,77,2,2004-06-03
292256,77,77,5,2004-06-03
1388195,299,77,4,2004-01-22
1165808,269,77,5,2003-06-25
58370,28,77,5,2004-07-23
1278243,285,77,3,2004-03-16
1104844,255,77,5,2004-01-28
3582058,692,77,5,2003-04-01
903480,199,77,5,2003-05-28
828962,197,77,4,2004-10-26
4602500,896,77,3,2004-01-28
1577947,313,77,5,2004-01-28
3230456,607,77,1,2003-08-22
4373708,851,77,3,2004-03-16
4157774,798,77,5,2004-06-03
2927808,550,77,5,2004-01-28
4492747,886,77,3,2005-02-01
463699,143,77,3,2003-08-18
3546952,682,77,5,2003-08-08
77,1,77,5,2005-02-01
4984213,994,77,3,2004-06-03
1189496,270,77,1,2004-05-02
3036202,571,77,2,2003-04-17
3873293,751,77,4,2004-12-09
292708,77,96,2,2004-07-06
4401208,859,96,3,2004-12-19
4697280,931,96,4,2004-07-11
1390796,299,96,5,2004-06-27
1078951,252,96,3,2004-07-11
33361,18,96,3,2004-07-11
3569085,689,96,2,2004-06-27
3798065,723,96,2,2004-12-19
4414499,862,96,4,2004-07-11
96,1,96,3,2004-07-11
2389981,457,96,5,2004-09-27
3767332,720,96,2,2004-07-22
59751,28,96,5,2004-08-14
317109,83,96,4,2005-03-16
386224,111,96,2,2004-08-06
559034,167,96,4,2005-05-13
114032,30,96,2,2004-06-27
2487289,459,96,3,2004-07-11
1869178,348,96,3,2004-07-11
1741492,330,96,4,2004-07-11
2210899,416,96,4,2004-07-11
3744182,711,96,4,2004-10-24
3555033,686,96,2,2004-10-24
226288,44,96,4,2004-12-19
1682314,329,96,5,2004-07-11
4705672,937,96,4,2004-07-31
2569193,473,96,5,2004-06-27
2258965,427,96,2,2004-12-19
1772291,331,96,4,2004-07-11
4728847,940,96,3,2004-12-19
549626,166,96,4,2004-12-19
4160532,798,96,4,2004-07-22
2768127,494,96,5,2004-08-02
1111000,256,96,4,2004-07-11
4871829,985,96,4,2004-07-11
3041407,571,96,4,2004-06-27
3521437,673,96,5,2004-07-06
532519,156,96,1,2004-07-06
2293716,442,96,3,2004-06-21
3485205,661,96,4,2004-07-05
1509608,312,96,4,2004-07-06
2509876,468,96,4,2004-07-11
3348021,629,96,4,2004-07-31
1190749,270,96,4,2004-07-22
2182838,413,96,5,2004-06-27
3523894,674,96,3,2004-12-19
2672566,483,96,2,2004-07-06
3233888,607,96,4,2004-12-19
673557,181,96,1,2005-06-11
1581318,313,96,4,2004-12-02
4243832,811,96,3,2004-12-19
1125982,257,96,3,2004-08-07
4063634,788,96,4,2004-07-05
2250515,425,96,4,2005-09-29
3912394,758,96,3,2004-10-24
4603565,896,96,2,2004-07-06
4979574,993,96,1,2005-01-08
2589124,474,96,5,2004-06-19
3633742,705,96,1,2005-08-01
2035688,367,96,5,2004-07-05
4496519,886,96,5,2005-04-23
265195,58,96,4,2005-07-10
2610096,482,96,4,2004-07-05
4984677,994,96,4,2004-12-19
4644451,900,96,4,2004-07-22
593616,175,96,5,2004-06-19
2321178,443,96,4,2004-07-22
2054961,378,96,3,2004-09-08
3817467,730,96,5,2004-06-27
734486,191,96,4,2004-06-27
4313669,831,96,3,2004-07-06
683437,187,96,2,2004-12-19
4117193,789,96,5,2004-07-05
3681702,708,96,2,2004-07-06
904678,199,96,3,2004-06-27
3371508,636,96,4,2004-08-07
4430484,863,96,3,2004-09-23
1292633,289,96,2,2004-07-31
4750901,949,96,5,2004-07-05
464983,143,96,3,2004-07-31
1885152,353,96,3,2004-07-11
1278714,285,96,2,2004-07-11
2913049,543,164,4,2003-11-11
2981842,560,164,5,2005-10-16
1690846,329,164,4,2002-12-04
2914136,545,164,5,2003-09-14
3384825,638,164,4,2002-07-06
3010039,569,164,5,2003-05-23
1462598,305,164,4,2004-08-03
4510566,886,164,4,2005-02-25
4883255,985,164,5,2002-05-16
2858129,524,164,3,2002-05-21
1293245,289,164,4,2002-05-30
4467413,874,164,2,2005-06-17
3799774,723,164,1,2003-09-05
2360213,451,164,3,2005-06-05
3000084,564,164,5,2003-04-23
4590226,893,164,3,2004-03-03
3638709,705,164,5,2002-10-24
4956783,989,164,3,2005-01-10
3198607,596,164,2,2003-05-16
3202909,599,164,1,2003-08-03
2261664,429,164,3,2003-08-03
4303773,829,164,3,2002-10-06
220550,35,164,1,2003-09-05
1311050,290,164,5,2005-01-12
3610849,693,164,4,2002-06-03
1290324,286,164,1,2004-07-27
255141,55,164,2,2003-08-03
4235155,808,164,4,2002-09-15
1982428,358,164,3,2005-01-23
960092,216,164,1,2002-12-31
3504134,668,164,4,2004-09-10
3691023,708,164,2,2002-05-16
3366483,632,164,1,2003-08-03
129243,30,164,4,2004-05-14
4071134,788,164,4,2005-06-14
1863261,345,164,5,2004-11-12
2106150,398,164,3,2003-11-14
1010323,238,164,2,2004-01-26
4837515,964,164,5,2003-10-16
2225702,420,164,2,2003-11-14
4316210,831,164,3,2002-09-17
2497556,466,164,3,2005-09-17
2109885,400,164,4,2003-08-14
3185222,582,164,1,2002-11-05
1015686,240,164,4,2004-05-19
4708785,937,164,1,2002-11-05
566940,168,164,3,2004-08-14
1667012,322,164,3,2005-06-14
2498097,467,164,2,2002-09-23
3394115,644,164,3,2003-09-07
48181,26,164,2,2004-08-08
2855652,522,164,3,2004-03-22
221422,36,164,5,2004-05-14
9805,8,164,3,2005-09-02
2597035,478,164,5,2004-12-30
2974703,554,164,4,2003-06-13
3870417,750,164,4,2005-10-19
2231532,422,164,2,2003-08-27
415109,117,164,2,2003-09-07
1265099,279,164,3,2004-01-24
2047505,369,164,1,2003-08-27
530381,155,164,5,2004-05-12
3821682,731,164,2,2003-05-02
2251092,425,164,4,2003-10-24
4398912,858,164,1,2002-07-29
953299,215,164,5,2004-09-01
4032090,763,164,3,2003-08-03
1594048,313,164,3,2002-05-20
2084498,390,164,1,2002-11-05
3746035,711,164,4,2002-05-21
2818795,505,164,1,2003-08-03
164,1,164,3,2004-03-03
2069886,384,164,5,2004-08-12
227371,44,164,1,2003-08-03
677970,185,164,1,2002-12-16
3615784,696,164,1,2003-11-14
3524900,674,164,1,2004-08-15
3622799,700,164,5,2003-05-23
1012595,239,164,4,2004-05-12
4655513,906,164,4,2005-06-14
2028239,362,164,4,2002-06-03
4685192,919,164,3,2004-08-21
2961426,551,164,5,2002-05-16
504535,148,164,1,2002-12-27
2893122,532,164,5,2005-03-09
4278419,819,164,1,2003-10-24
267535,58,164,4,2003-12-22
1280554,285,164,2,2005-11-25
2848123,517,164,1,2002-12-31
4245325,811,164,4,2002-05-21
4431442,866,164,3,2004-03-21
64758,28,164,5,2003-05-02
3501484,667,164,4,2005-01-23
4845692,976,164,3,2003-10-20
4402692,859,164,1,2002-12-31
2891927,529,164,2,2003-05-02
1271775,283,164,3,2004-08-12
3415443,657,164,4,2004-08-12
248657,50,164,3,2003-10-24
2138893,406,164,3,2005-07-20
245871,48,164,1,2002-12-16
909255,199,164,1,2003-08-03
747194,191,164,5,2003-05-10
2822972,511,164,1,2003-08-27
4431010,865,164,3,2005-06-10
2862633,526,164,1,2004-01-24
2917508,548,164,5,2002-07-09
2255544,426,164,3,2002-05-16
4227532,799,164,5,2005-04-11
237906,46,164,4,2002-05-16
4293901,824,164,4,2004-01-10
3556931,686,164,4,2002-06-03
2494405,462,164,4,2005-01-23
544760,165,164,3,2002-09-23
1169324,269,164,5,2002-06-01
2405125,457,164,1,2004-08-12
2980804,558,164,3,2005-09-06
3531045,676,164,2,2002-09-15
4017542,760,164,3,2005-05-18
1400622,299,164,4,2002-06-03
1354267,295,164,4,2002-12-16
4335763,833,164,1,2003-08-03
4810734,963,164,2,2004-08-08
288172,76,164,5,2004-09-01
1663190,314,164,4,2005-06-10
3925924,758,164,4,2004-10-13
3491555,662,164,2,2004-08-15
3761958,719,164,2,2004-03-04
2895720,533,164,1,2003-08-27
353493,103,164,5,2005-06-10
305265,78,164,4,2002-06-03
446788,131,164,2,2004-03-04
842086,197,164,1,2005-06-10
2092441,393,164,2,2002-11-10
390245,111,164,3,2004-10-28
1860188,344,164,4,2004-05-14
1004803,232,164,2,2002-11-05
4473106,883,164,1,2004-05-19
4771372,956,164,2,2002-06-03
2749097,486,164,4,2003-05-16
1928003,357,164,1,2004-04-28
4343833,837,164,5,2004-07-09
3316274,609,164,4,2004-11-20
2296946,442,164,1,2004-08-15
2517496,468,164,3,2003-12-15
3214570,604,164,3,2005-09-05
1517960,312,164,1,2002-05-16
1231101,273,164,2,2005-02-25
3461704,659,164,2,2004-01-26
4377810,851,164,5,2002-12-29
2281809,436,164,3,2005-06-14
4330857,832,164,1,2005-06-17
1456310,304,164,5,2003-09-16
3246655,607,164,5,2002-05-21
706764,189,164,4,2003-05-06
421660,118,164,3,2004-11-25
1151515,262,164,3,2004-05-12
3499676,663,164,4,2005-06-17
3414162,655,164,5,2004-04-24
3373260,636,164,4,2002-06-26
1105620,255,164,1,2003-05-02
3543410,681,164,3,2004-04-07
2872089,528,164,3,2005-06-05
4986388,994,164,1,2002-10-08
3349516,629,164,5,2004-06-24
5009677,1000,164,1,2003-10-16
2073783,385,164,5,2003-12-07
4592265,894,164,1,2002-06-05
2771627,494,164,4,2003-10-16
3061345,571,164,3,2002-05-16
2207793,414,164,2,2003-11-11
4171093,798,164,4,2002-05-16
3387751,639,164,3,2004-08-12
1823670,334,164,4,2005-07-06
2046268,368,164,1,2003-09-11
234057,45,164,4,2002-09-23
469921,143,164,1,2002-07-21
4949245,987,164,3,2005-06-14
4290668,822,164,5,2005-06-10
4731149,940,164,5,2002-05-16
2756838,489,164,1,2002-12-04
4980012,993,164,4,2003-08-03
3344455,625,164,2,2004-08-14
3884081,752,164,5,2003-09-14
1852358,337,164,5,2003-08-14
951502,214,164,1,2003-05-02
3587340,692,164,1,2002-11-05
4296288,825,164,5,2004-08-12
1744942,330,164,5,2002-09-15
1664416,316,164,5,2005-09-21
3367896,634,164,5,2003-10-13
2989261,563,164,5,2002-09-15
1887824,353,164,3,2003-04-07
5008631,999,164,3,2004-03-22
1195371,270,164,1,2003-09-16
4784558,962,164,2,2003-08-03
1870838,348,164,1,2003-08-27
4396315,854,164,1,2004-07-19
43420,23,164,3,2003-05-02
439917,125,164,1,2004-05-19
2683914,483,164,5,2002-05-16
1129512,257,164,4,2003-06-15
294421,77,164,5,2002-11-05
605401,175,164,4,2004-09-22
3867489,749,164,2,2002-11-24
4395398,852,164,2,2003-05-06
1082061,252,164,4,2002-12-25
577239,174,164,2,2005-09-02
2617259,482,164,1,2003-08-14
4745063,942,164,1,2002-07-14
453296,138,164,5,2004-04-24
2933220,550,164,2,2002-06-28
942745,209,164,5,2003-12-03
2353425,445,164,1,2003-08-03
1220745,271,164,3,2003-05-02
2285484,438,164,4,2002-07-14
2364385,454,164,4,2004-09-01
286172,73,164,3,2005-04-10
4255796,817,164,2,2002-07-09
4263594,818,164,3,2003-03-13
3530212,675,164,3,2004-11-25
443246,127,164,1,2003-09-15
3430249,658,164,5,2003-08-03
2173566,408,164,1,2003-01-10
4586686,889,164,4,2005-06-14
4416960,862,164,4,2003-06-29
3610634,693,110,3,2005-11-24
4874277,985,110,5,2004-01-21
1819594,334,110,4,2005-09-02
117306,30,110,4,2004-10-11
333028,84,110,3,2004-07-20
110,1,110,5,2004-02-19
3798410,723,110,4,2004-03-17
60823,28,110,5,2004-01-14
3524066,674,110,4,2004-08-15
3584205,692,110,4,2005-06-29
4162742,798,110,5,2004-01-25
2220488,417,110,4,2005-11-24
4276807,819,110,3,2004-08-31
4314187,831,110,4,2004-01-25
1126704,257,110,4,2004-03-09
2674924,483,110,4,2004-01-09
2998926,564,110,3,2004-07-22
4302818,829,110,4,2004-08-31
4604368,896,110,4,2004-08-15
2511568,468,110,4,2005-04-04
737117,191,110,4,2004-01-14
2988169,563,110,3,2004-07-20
1862827,345,110,4,2004-12-27
2133883,406,110,4,2005-08-16
4375210,851,110,4,2005-06-29
293069,77,110,4,2004-01-25
3384382,638,110,4,2004-03-30
2895102,533,110,3,2004-01-25
1773614,331,110,4,2004-10-11
4118039,789,110,5,2004-01-25
4244161,811,110,4,2004-03-30
3683662,708,110,5,2004-01-09
2393068,457,110,4,2004-08-22
2364192,454,110,4,2004-08-15
3425807,658,110,4,2004-10-11
4706313,937,110,4,2004-08-31
3236515,607,110,4,2004-08-15
2929853,550,110,4,2004-03-30
3045581,571,110,4,2004-02-18
419692,118,110,4,2005-02-26
4771058,956,110,4,2004-03-30
3615079,696,110,4,2004-03-30
265751,58,110,4,2005-06-29
4850470,980,93,1,2005-08-24
93,1,93,1,2005-09-26
4050776,783,93,3,2005-08-23
1226529,273,93,3,2005-08-26
540653,160,93,1,2005-08-23
3842759,746,93,4,2005-06-01
4851556,981,93,3,2005-08-23
1580392,313,93,4,2005-06-03
3829522,734,93,1,2005-08-23
3863469,748,93,1,2005-08-23
966988,220,93,1,2005-08-22
952503,215,93,4,2005-08-23
4049875,781,93,4,2005-08-26
4781539,962,93,3,2005-09-05
4837069,964,93,1,2005-08-26
354173,104,93,1,2005-08-23
1771727,331,93,4,2005-08-22
4749586,947,93,1,2005-08-22
1741163,330,93,4,2005-08-26
4062973,788,93,4,2005-08-22
2746394,484,93,1,2005-08-22
4841864,971,93,4,2005-06-29
2746819,485,93,1,2005-08-22
221274,36,93,1,2005-09-09
3835082,735,93,1,2005-06-22
3873524,751,93,3,2005-09-26
265006,58,93,1,2005-08-23
3790610,722,93,1,2005-08-26
3037,5,93,1,2005-08-23
3809783,724,93,1,2005-09-26
4026517,762,93,1,2005-09-26
214492,33,93,1,2005-08-22
4805574,963,93,1,2005-08-24
544123,165,93,1,2005-08-23
2671473,483,93,3,2005-08-23
1681447,329,93,4,2005-08-22
4774149,958,93,1,2005-08-26
934356,201,93,1,2005-08-23
211735,32,93,1,2005-08-22
1050,3,93,1,2005-08-22
521948,152,93,1,2005-08-23
1001780,229,93,1,2005-08-23
3797917,723,93,4,2005-09-12
1004064,232,93,4,2005-08-23
1663101,314,93,4,2005-08-24
245356,48,93,4,2005-08-23
4016266,760,93,4,2005-08-23
1664061,316,93,1,2005-09-26
4870758,985,93,4,2005-08-23
1663572,315,93,1,2005-08-22
259268,57,93,1,2005-08-23
4042958,771,93,4,2005-08-23
4041696,767,93,1,2005-09-12
3911095,758,93,4,2005-08-23
530242,155,93,1,2005-08-24
2752665,488,93,1,2005-08-23
542124,162,93,3,2005-08-23
1026674,241,93,4,2005-06-03
1220676,271,93,4,2005-08-23
4747627,943,93,3,2005-10-22
971530,223,93,4,2005-08-22
4030439,763,93,3,2005-08-23
3811653,725,93,1,2005-08-26
4744600,942,93,1,2005-08-23
4763471,954,93,1,2005-08-23
578,2,93,1,2005-08-23
353465,103,93,1,2005-08-23
1012276,239,93,4,2005-08-26
59396,28,93,5,2005-06-03
2998512,564,93,3,2005-09-05
1270883,283,93,4,2005-06-03
566738,168,93,3,2005-08-24
2814140,502,93,1,2005-08-23
4946212,986,93,1,2005-08-26
1190331,270,93,1,2005-08-24
4675573,918,93,4,2005-08-23
1350201,295,93,3,2005-09-05
733645,191,93,4,2005-06-03
2589089,474,93,1,2005-08-23
4143483,791,93,1,2005-08-22
1455805,304,93,4,2005-08-23
316873,83,93,1,2005-08-24
568257,170,93,1,2005-08-26
1067247,248,93,1,2005-08-22
338359,91,93,1,2005-08-26
3626376,702,93,1,2005-08-23
357484,106,93,1,2005-08-24
309276,79,93,1,2005-08-23
1389871,299,93,4,2005-08-22
1460750,305,93,3,2005-08-23
3633477,705,93,5,2005-06-03
4949611,988,93,1,2005-08-23
2061959,380,93,1,2005-08-23
292531,77,93,4,2005-08-22
676502,182,93,3,2005-10-26
4238396,809,93,4,2005-08-23
1884909,353,93,4,2005-08-23
2100932,394,93,3,2005-07-17
2894901,533,93,5,2005-09-26
3680826,708,93,4,2005-08-23
677645,185,93,1,2005-08-23
3424069,658,93,4,2005-08-23
1344637,293,93,4,2005-08-26
2801260,501,93,1,2005-08-26
676939,184,93,5,2005-08-22
4243731,811,93,3,2005-09-26
2599524,481,93,1,2005-08-22
3009436,569,93,3,2005-06-15
4295520,825,93,4,2005-08-22
1880269,350,93,1,2005-08-22
4673785,916,93,1,2005-08-23
2592955,476,93,4,2005-08-26
2088247,391,93,1,2005-08-23
683249,187,93,4,2005-06-01
2081807,387,93,1,2005-08-22
3665713,706,93,4,2005-06-01
2083784,390,93,3,2005-08-23
4672414,910,93,1,2005-08-23
4234638,808,93,3,2005-09-09
2891838,529,93,1,2005-08-24
2220429,417,93,3,2005-08-26
4673121,912,93,5,2005-06-03
2223832,419,93,4,2005-12-06
4300609,827,93,1,2005-08-22
2090732,393,93,4,2005-08-23
3576342,690,93,1,2005-08-22
2267941,432,93,4,2005-08-23
4701282,936,93,1,2005-08-22
2855929,523,93,1,2005-08-23
4334582,833,93,1,2005-08-26
4467509,875,93,1,2005-08-26
3530726,676,93,3,2005-08-23
4467394,874,93,1,2005-08-23
1477219,311,93,1,2005-11-15
3516360,671,93,1,2005-08-26
3517492,672,93,3,2005-08-23
283769,69,93,1,2005-08-26
2262743,430,93,1,2005-09-26
2857200,524,93,1,2005-08-23
704796,189,93,4,2005-08-22
2293493,442,93,5,2005-06-03
4979528,993,93,1,2005-08-24
3582907,692,93,5,2005-06-03
4973855,992,93,1,2005-08-22
830558,197,93,5,2005-08-26
3192339,587,93,1,2005-08-24
4694867,927,93,1,2005-08-22
4984511,994,93,4,2005-08-22
4630728,897,93,1,2005-08-26
3335473,621,93,1,2005-09-29
2847200,517,93,3,2005-09-09
1078753,252,93,5,2005-06-03
3198438,596,93,4,2005-08-22
3551486,685,93,1,2005-08-23
3554860,686,93,4,2005-09-05
1997404,361,93,5,2005-06-03
287769,76,93,1,2005-08-23
2284947,438,93,5,2005-08-22
3539134,678,93,1,2005-08-23
3190318,586,93,1,2005-08-24
2271889,433,93,3,2005-06-11
1985211,359,93,1,2005-08-22
2978963,555,93,1,2005-08-22
3614824,696,93,4,2005-09-25
3232527,607,93,3,2005-08-24
1509023,312,93,4,2005-06-03
4159596,798,93,4,2005-08-23
3610534,693,93,1,2005-08-23
3622137,700,93,1,2005-08-26
1125770,257,93,5,2005-06-03
2049008,371,93,3,2005-08-26
3485159,661,93,1,2005-08-26
4313435,831,93,3,2005-08-23
3489968,662,93,3,2005-08-23
2250455,425,93,1,2005-08-22
25471,17,93,2,2005-08-22
2046075,368,93,1,2005-09-09
4683650,919,93,1,2005-08-22
52293,27,93,4,2005-08-24
4590125,893,93,4,2005-08-23
4586254,889,93,1,2005-08-23
1265736,280,93,4,2005-08-24
5009568,1000,93,4,2005-08-23
4414251,862,93,1,2005-08-26
1265016,279,93,3,2005-09-12
3509936,670,93,1,2005-08-23
2027683,362,93,1,2005-08-23
1266721,281,93,1,2005-08-23
2254989,426,93,4,2005-08-23
501448,148,93,4,2005-08-24
3499564,663,93,1,2005-08-23
1472089,309,93,1,2005-08-22
4705393,937,93,4,2005-08-23
338847,92,93,1,2005-08-23
3503264,668,93,4,2005-09-09
2987754,563,93,4,2005-08-23
2912061,539,93,1,2005-08-23
3744008,711,93,4,2005-08-22
2911646,537,93,1,2005-09-26
4662851,908,93,3,2005-08-24
2509123,468,93,3,2005-08-23
1104957,255,93,3,2005-08-23
2914097,545,93,3,2005-08-29
2388627,457,93,4,2005-08-23
4398842,858,93,1,2005-08-24
3371348,636,93,3,2005-08-24
4728617,940,93,5,2005-08-23
2609624,482,93,2,2005-06-08
1149453,260,93,1,2005-08-23
1859827,344,93,2,2005-08-26
4495080,886,93,5,2005-08-23
1150898,262,93,3,2005-08-23
3382975,637,93,3,2005-10-21
4401065,859,93,1,2005-08-22
4255085,817,93,1,2005-08-23
3384239,638,93,3,2005-08-23
2928558,550,93,5,2005-08-23
1155618,265,93,3,2005-08-23
3345376,628,93,3,2005-10-26
3040020,571,93,5,2005-06-03
3347878,629,93,5,2005-08-23
2494297,462,93,3,2005-08-22
1818134,334,93,1,2005-09-22
1155455,264,93,5,2005-06-03
4439834,872,93,1,2005-08-24
4276240,819,93,4,2005-09-26
3333146,619,93,1,2005-08-22
3333489,620,93,3,2005-10-26
418950,118,93,1,2005-08-23
1110855,256,93,1,2005-08-23
1156156,267,93,1,2005-08-26
2182466,413,93,1,2005-08-23
4603190,896,93,4,2005-08-22
3320341,615,93,3,2005-08-23
3316171,609,93,4,2005-08-23
2916401,548,93,3,2005-09-05
43344,23,93,4,2005-08-26
1158075,268,93,1,2005-08-23
4396933,856,93,1,2005-08-22
549518,166,93,4,2005-08-23
4397496,857,93,1,2005-08-26
2113023,401,93,3,2005-09-26
2360044,451,93,4,2005-08-23
1869003,348,93,3,2005-08-23
3408060,650,93,3,2005-10-22
335937,88,93,1,2005-09-26
4290140,822,93,1,2005-08-24
1290886,288,93,4,2005-09-09
1278552,285,93,3,2005-08-22
2900672,534,93,1,2005-08-26
1862666,345,93,1,2005-08-24
4430971,865,93,1,2005-08-23
4368390,850,93,1,2005-08-24
4116934,789,93,4,2005-06-03
1592004,313,152,3,2004-08-04
22387,16,152,2,2004-07-23
2571763,473,152,2,2004-08-13
2488050,459,152,2,2004-04-30
3349299,629,152,2,2004-06-03
267197,58,152,2,2004-10-12
4747846,943,152,3,2005-10-20
2273073,433,152,3,2004-04-21
4169331,798,152,5,2003-10-28
685627,187,152,2,2002-10-08
530362,155,152,2,2005-06-29
1031632,241,152,3,2005-09-07
3770140,720,152,4,2004-04-21
389518,111,152,2,2004-03-09
